state_name,year,disease,cases
FLORIDA,2000,MEASLES,2
FLORIDA,2002,MEASLES,1
GEORGIA,1928,MEASLES,4637
GEORGIA,1929,MEASLES,1180
GEORGIA,1930,MEASLES,4459
GEORGIA,1931,MEASLES,3053
GEORGIA,1932,MEASLES,1009
GEORGIA,1933,MEASLES,4628
GEORGIA,1934,MEASLES,22965
GEORGIA,1935,MEASLES,31
GEORGIA,1936,MEASLES,8
GEORGIA,1938,MEASLES,9272
GEORGIA,1939,MEASLES,3623
GEORGIA,1940,MEASLES,2934
GEORGIA,1941,MEASLES,9350
GEORGIA,1942,MEASLES,5417
GEORGIA,1943,MEASLES,4105
GEORGIA,1944,MEASLES,5448
GEORGIA,1945,MEASLES,860
GEORGIA,1946,MEASLES,3798
GEORGIA,1947,MEASLES,3352
GEORGIA,1948,MEASLES,1233
GEORGIA,1949,MEASLES,9599
GEORGIA,1950,MEASLES,2159
GEORGIA,1951,MEASLES,7523
GEORGIA,1952,MEASLES,8084
GEORGIA,1953,MEASLES,3078
GEORGIA,1954,MEASLES,6773
GEORGIA,1955,MEASLES,2478
GEORGIA,1956,MEASLES,4770
GEORGIA,1957,MEASLES,5860
GEORGIA,1958,MEASLES,6664
GEORGIA,1959,MEASLES,445
GEORGIA,1960,MEASLES,217
GEORGIA,1961,MEASLES,413
GEORGIA,1962,MEASLES,418
GEORGIA,1963,MEASLES,200
GEORGIA,1964,MEASLES,211
GEORGIA,1965,MEASLES,655
GEORGIA,1966,MEASLES,244
GEORGIA,1967,MEASLES,42
GEORGIA,1968,MEASLES,4
GEORGIA,1969,MEASLES,2
GEORGIA,1970,MEASLES,18
GEORGIA,1971,MEASLES,1135
GEORGIA,1972,MEASLES,176
GEORGIA,1973,MEASLES,51
GEORGIA,1974,MEASLES,3
GEORGIA,1975,MEASLES,40
GEORGIA,1976,MEASLES,5
GEORGIA,1977,MEASLES,762
GEORGIA,1978,MEASLES,56
GEORGIA,1979,MEASLES,555
GEORGIA,1980,MEASLES,847
GEORGIA,1981,MEASLES,110
GEORGIA,1983,MEASLES,8
GEORGIA,1984,MEASLES,3
GEORGIA,1985,MEASLES,8
GEORGIA,1986,MEASLES,93
GEORGIA,1987,MEASLES,9
GEORGIA,1989,MEASLES,17
GEORGIA,1990,MEASLES,358
